country,start_yr,end_yr,region,zone,avg_rep_fert,avg_urea,avg_dap,avg_manure,avg_compost,avg_rep_ofert,avg_ofert,avg_iofert,avg_fert,num_hh_fert,avg_prevention,avg_pest,avg_herb,avg_fung,num_hh_phf
ethiopia,2011,2012,1,1,0.8301886792452831,0.3584905660377358,0.5660377358490566,0.7735849056603774,0.2641509433962264,0.05660377358490566,0.7735849056603774,0.5849056603773585,0.8301886792452831,53,0.9811320754716981,0,0.20754716981132076,0.018867924528301886,53
ethiopia,2011,2012,1,2,0.92,0.68,0.7466666666666667,0.7466666666666667,0.21333333333333335,0.16,0.76,0.76,0.92,75,0.37333333333333335,0.10666666666666667,0.21333333333333335,0.10666666666666667,75
ethiopia,2011,2012,1,3,0.819672131147541,0.6229508196721312,0.6721311475409836,0.6557377049180327,0.18032786885245902,0.06557377049180328,0.6721311475409836,0.7540983606557377,0.819672131147541,61,0.06557377049180328,0.01639344262295082,0.01639344262295082,0.01639344262295082,61
ethiopia,2011,2012,1,4,0.8387096774193549,0.6774193548387096,0.6612903225806451,0.45161290322580644,0.1935483870967742,0.016129032258064516,0.5483870967741935,0.6935483870967742,0.8387096774193549,62,0.14516129032258066,0.04838709677419355,0.08064516129032258,0.04838709677419355,62
ethiopia,2011,2012,1,5,0.6666666666666666,0.3,0.3333333333333333,0.43333333333333335,0.08333333333333333,0.08333333333333333,0.45,0.3333333333333333,0.6333333333333333,60,1,0.034482758620689655,0.22413793103448276,0.017241379310344827,58
ethiopia,2011,2012,2,1,0.0625,0,0,0.0625,0.0625,0.0625,0.0625,0,0.0625,16,0,0,0,0,15
ethiopia,2011,2012,2,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3
ethiopia,2011,2012,3,1,0.7571428571428571,0.2571428571428571,0.2571428571428571,0.5857142857142857,0.15714285714285714,0.38571428571428573,0.6285714285714286,0.2571428571428571,0.7142857142857143,70,0.12857142857142856,0,0.12857142857142856,0,70
ethiopia,2011,2012,3,2,0.75,0.375,0.28125,0.640625,0.359375,0.140625,0.703125,0.375,0.75,64,0.08064516129032258,0.03225806451612903,0.06451612903225806,0,62
ethiopia,2011,2012,3,3,0.8024691358024691,0.32098765432098764,0.20987654320987653,0.7037037037037037,0.3950617283950617,0.30864197530864196,0.7901234567901234,0.32098765432098764,0.7901234567901234,81,0,0,0,0,81
ethiopia,2011,2012,3,4,0.9166666666666666,0.4375,0.4791666666666667,0.8541666666666666,0.5,0.4166666666666667,0.875,0.4791666666666667,0.875,48,0.34,0.12,0.02,0.02,50
ethiopia,2011,2012,3,5,0.6612903225806451,0.3709677419354839,0.4032258064516129,0.5,0.3064516129032258,0.1935483870967742,0.5,0.5161290322580645,0.6290322580645161,62,0.43548387096774194,0.25806451612903225,0.27419354838709675,0.11290322580645161,62
ethiopia,2011,2012,3,6,0.8225806451612904,0.6129032258064516,0.5,0.4838709677419355,0.24193548387096775,0.2903225806451613,0.5645161290322581,0.6451612903225806,0.8064516129032258,62,0.03225806451612903,0.016129032258064516,0,0.016129032258064516,62
ethiopia,2011,2012,3,7,0.9493670886075949,0.9113924050632911,0.9240506329113924,0.8734177215189873,0.45569620253164556,0.5316455696202531,0.9113924050632911,0.9240506329113924,0.9367088607594937,79,0.5949367088607594,0.24050632911392406,0.4936708860759494,0,79
ethiopia,2011,2012,3,8,0.6470588235294118,0.029411764705882353,0,0.6470588235294118,0.08823529411764706,0.029411764705882353,0.6470588235294118,0.029411764705882353,0.6470588235294118,34,0.029411764705882353,0.029411764705882353,0,0,34
ethiopia,2011,2012,3,9,0.9047619047619048,0.5476190476190477,0.7380952380952381,0.7857142857142857,0.19047619047619047,0.40476190476190477,0.8095238095238095,0.7380952380952381,0.8571428571428571,42,0.30952380952380953,0,0.19047619047619047,0,42
ethiopia,2011,2012,3,10,0.7037037037037037,0.1111111111111111,0.07407407407407407,0.6666666666666666,0,0.3333333333333333,0.6666666666666666,0.14814814814814814,0.7037037037037037,27,0.2962962962962963,0.14814814814814814,0.1111111111111111,0.037037037037037035,27
ethiopia,2011,2012,3,12,0.6551724137931034,0,0,0.6551724137931034,0.034482758620689655,0.3103448275862069,0.6551724137931034,0,0.6551724137931034,29,0.5172413793103449,0.5172413793103449,0,0.06896551724137931,29
ethiopia,2011,2012,4,1,0.803921568627451,0.3333333333333333,0.5098039215686274,0.6470588235294118,0.0392156862745098,0.0392156862745098,0.6274509803921569,0.49019607843137253,0.7843137254901961,51,0.5294117647058824,0.058823529411764705,0.29411764705882354,0.0196078431372549,51
ethiopia,2011,2012,4,2,0.5882352941176471,0.08823529411764706,0.20588235294117646,0.5882352941176471,0,0,0.5882352941176471,0.20588235294117646,0.5882352941176471,34,0.4117647058823529,0.029411764705882353,0.4117647058823529,0.029411764705882353,34
ethiopia,2011,2012,4,3,0.6333333333333333,0.06666666666666667,0.4,0.4,0,0.23333333333333334,0.43333333333333335,0.4666666666666667,0.6333333333333333,30,0.8,0,0.5333333333333333,0,30
ethiopia,2011,2012,4,4,0.6730769230769231,0.25,0.5961538461538461,0.38461538461538464,0.038461538461538464,0,0.40384615384615385,0.5961538461538461,0.6346153846153846,52,0.6538461538461539,0.038461538461538464,0.6153846153846154,0.038461538461538464,52
ethiopia,2011,2012,4,5,0.9565217391304348,0.8260869565217391,0.8260869565217391,0.6521739130434783,0,0,0.6521739130434783,0.8260869565217391,0.9565217391304348,23,0.8461538461538461,0,0.8461538461538461,0,13
ethiopia,2011,2012,4,6,0.6363636363636364,0.5454545454545454,0.45454545454545453,0.22727272727272727,0,0.13636363636363635,0.2727272727272727,0.5,0.45454545454545453,22,0.13636363636363635,0.045454545454545456,0.13636363636363635,0.045454545454545456,22
ethiopia,2011,2012,4,7,0.875,0.725,0.65,0.625,0.15,0,0.625,0.775,0.875,40,0.8,0.425,0.675,0.075,40
ethiopia,2011,2012,4,8,0.9090909090909091,0.09090909090909091,0.696969696969697,0.7272727272727273,0.18181818181818182,0.45454545454545453,0.7272727272727273,0.696969696969697,0.9090909090909091,33,0.9393939393939394,0.2727272727272727,0.8787878787878788,0.12121212121212122,33
ethiopia,2011,2012,4,9,0.48484848484848486,0.21212121212121213,0.3333333333333333,0.3939393939393939,0,0.30303030303030304,0.3939393939393939,0.3333333333333333,0.42424242424242425,33,0.5128205128205128,0.07692307692307693,0.02564102564102564,0,39
ethiopia,2011,2012,4,10,0.7058823529411765,0.17647058823529413,0.14705882352941177,0.5588235294117647,0.058823529411764705,0.14705882352941177,0.6176470588235294,0.20588235294117646,0.6764705882352942,34,0.35294117647058826,0,0,0.029411764705882353,34
ethiopia,2011,2012,4,11,0.5740740740740741,0.07407407407407407,0.5185185185185185,0.09259259259259259,0.018518518518518517,0,0.09259259259259259,0.5555555555555556,0.5740740740740741,54,0.7037037037037037,0.018518518518518517,0.6851851851851852,0,54
ethiopia,2011,2012,4,12,0.09523809523809523,0,0,0.047619047619047616,0,0,0.047619047619047616,0,0.09523809523809523,21,0,0,0,0,21
ethiopia,2011,2012,4,13,0.9,0.9,0.85,0.6,0.1,0,0.6,0.9,0.9,20,0.7,0.15,0.65,0.2,20
ethiopia,2011,2012,4,14,0.36666666666666664,0,0.1,0.36666666666666664,0,0.03333333333333333,0.36666666666666664,0.1,0.3,30,0,0,0,0,30
ethiopia,2011,2012,4,17,1,0.375,0.9375,0.6875,0,0.5625,0.6875,0.9375,0.96875,32,0.65625,0.3125,0.625,0,32
ethiopia,2011,2012,4,18,0.9565217391304348,0.5217391304347826,0.4782608695652174,0.9565217391304348,0,0,0.9565217391304348,0.5217391304347826,0.9565217391304348,23,0.5652173913043478,0.043478260869565216,0.5652173913043478,0,23
ethiopia,2011,2012,4,19,0.967741935483871,0.7096774193548387,0.8387096774193549,0.967741935483871,0,0,0.967741935483871,0.8387096774193549,0.967741935483871,31,0.8064516129032258,0,0.8064516129032258,0,31
ethiopia,2011,2012,5,1,0.21875,0,0,0.21875,0,0,0.21875,0,0.21875,32,0.9375,0.0625,0,0,32
ethiopia,2011,2012,5,2,0.30434782608695654,0.014492753623188406,0.014492753623188406,0.2318840579710145,0.043478260869565216,0.13043478260869565,0.21739130434782608,0.014492753623188406,0.2608695652173913,69,0,0,0,0,70
ethiopia,2011,2012,5,9,0,0,0,0,0,0,0,0,0,30,0,0,0,0,28
ethiopia,2011,2012,6,2,0.6428571428571429,0.39285714285714285,0.25,0.35714285714285715,0.03571428571428571,0,0.35714285714285715,0.39285714285714285,0.6071428571428571,28,0.32142857142857145,0.07142857142857142,0.2857142857142857,0,28
ethiopia,2011,2012,6,3,0.4772727272727273,0.09090909090909091,0.29545454545454547,0.4090909090909091,0.045454545454545456,0.06818181818181818,0.20454545454545456,0.2727272727272727,0.2727272727272727,44,0.09090909090909091,0.09090909090909091,0.022727272727272728,0.045454545454545456,44
ethiopia,2011,2012,6,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
ethiopia,2011,2012,6,6,0.15,0,0,0.15,0.05,0,0.15,0,0.1,20,0.1,0,0,0,20
ethiopia,2011,2012,7,1,0.9622641509433962,0.6037735849056604,0.8113207547169812,0.8113207547169812,0.1509433962264151,0.2641509433962264,0.8301886792452831,0.7924528301886793,0.9245283018867925,53,0.39285714285714285,0.21428571428571427,0.39285714285714285,0.23214285714285715,56
ethiopia,2011,2012,7,2,1,0.75,0.9791666666666666,0.875,0.041666666666666664,0.2916666666666667,0.875,0.9791666666666666,1,48,0.7916666666666666,0.25,0.7708333333333334,0.1875,48
ethiopia,2011,2012,7,3,0.9714285714285714,0.6285714285714286,0.9142857142857143,0.7714285714285715,0.05714285714285714,0,0.7714285714285715,0.9142857142857143,0.9714285714285714,35,0.7272727272727273,0.36363636363636365,0.6060606060606061,0.12121212121212122,33
ethiopia,2011,2012,7,4,0.927536231884058,0.2753623188405797,0.34782608695652173,0.855072463768116,0.057971014492753624,0,0.9130434782608695,0.42028985507246375,0.9130434782608695,69,0.043478260869565216,0.028985507246376812,0,0.014492753623188406,69
ethiopia,2011,2012,7,5,0.6595744680851063,0,0.06382978723404255,0.46808510638297873,0.2978723404255319,0.2127659574468085,0.6382978723404256,0.06382978723404255,0.6595744680851063,47,0.02127659574468085,0,0,0,47
ethiopia,2011,2012,7,6,0.9777777777777777,0.2,0.5555555555555556,0.9777777777777777,0.022222222222222223,0.08888888888888889,0.9777777777777777,0.5555555555555556,0.9777777777777777,45,0.044444444444444446,0.022222222222222223,0.022222222222222223,0.022222222222222223,45
ethiopia,2011,2012,7,7,0.5588235294117647,0.38235294117647056,0.5588235294117647,0.08823529411764706,0.029411764705882353,0.058823529411764705,0.08823529411764706,0.5588235294117647,0.5588235294117647,34,0.058823529411764705,0,0.058823529411764705,0,34
ethiopia,2011,2012,7,8,0.6333333333333333,0.03333333333333333,0.16666666666666666,0.36666666666666664,0.3,0.06666666666666667,0.6333333333333333,0.13333333333333333,0.3,30,0,0,0,0,30
ethiopia,2011,2012,7,9,0.46153846153846156,0.057692307692307696,0.38461538461538464,0.15384615384615385,0,0,0.15384615384615385,0.3269230769230769,0.36538461538461536,52,0.5192307692307693,0,0.5192307692307693,0,52
ethiopia,2011,2012,7,10,0.9636363636363636,0.2909090909090909,0.7272727272727273,0.9090909090909091,0.01818181818181818,0.21818181818181817,0.8909090909090909,0.7454545454545455,0.9090909090909091,55,0,0,0,0,55
ethiopia,2011,2012,7,11,0.53125,0.171875,0.234375,0.4375,0,0,0.4375,0.234375,0.515625,64,0.03125,0.015625,0,0,64
ethiopia,2011,2012,7,12,0.8529411764705882,0.5294117647058824,0.7647058823529411,0.5882352941176471,0.11764705882352941,0.11764705882352941,0.6470588235294118,0.7647058823529411,0.7941176470588235,34,0.7058823529411765,0.029411764705882353,0.6764705882352942,0.029411764705882353,34
ethiopia,2011,2012,7,13,0.7916666666666666,0.125,0.16666666666666666,0.7916666666666666,0,0,0.7916666666666666,0.16666666666666666,0.7916666666666666,24,0,0,0,0,24
ethiopia,2011,2012,7,14,0.7142857142857143,0.19047619047619047,0.2857142857142857,0.5238095238095238,0,0,0.5238095238095238,0.3333333333333333,0.7142857142857143,21,0.3181818181818182,0,0.3181818181818182,0,22
ethiopia,2011,2012,7,15,0.36666666666666664,0.03333333333333333,0.06666666666666667,0.3333333333333333,0.03333333333333333,0,0.3333333333333333,0.06666666666666667,0.36666666666666664,30,0,0,0,0,30
ethiopia,2011,2012,7,16,0.2222222222222222,0.2222222222222222,0.2222222222222222,0,0,0,0,0.2222222222222222,0.2222222222222222,9,0.1111111111111111,0.1111111111111111,0,0,9
ethiopia,2011,2012,7,17,0.9782608695652174,0.10869565217391304,0.5217391304347826,0.9347826086956522,0.1956521739130435,0,0.9347826086956522,0.5217391304347826,0.9565217391304348,46,0.08695652173913043,0,0.08695652173913043,0,46
ethiopia,2011,2012,7,18,0.59375,0.40625,0.28125,0.4375,0.03125,0.03125,0.4375,0.40625,0.59375,32,0.45161290322580644,0.0967741935483871,0.3548387096774194,0.06451612903225806,31
ethiopia,2011,2012,7,19,0.6956521739130435,0.13043478260869565,0.4782608695652174,0.5652173913043478,0,0.043478260869565216,0.5652173913043478,0.4782608695652174,0.6086956521739131,23,0.08695652173913043,0,0.08695652173913043,0,23
ethiopia,2011,2012,7,20,0.9791666666666666,0.7291666666666666,0.8125,0.75,0.041666666666666664,0.3541666666666667,0.7916666666666666,0.8541666666666666,0.9791666666666666,48,0.5714285714285714,0.1836734693877551,0.4489795918367347,0.12244897959183673,49
ethiopia,2011,2012,7,21,1,0.391304347826087,0.782608695652174,0.5217391304347826,0,0,0.5217391304347826,0.782608695652174,1,23,0.625,0,0.625,0,24
ethiopia,2011,2012,12,1,0,0,0,0,0,0,0,0,0,25,0,0,0,0,16
ethiopia,2011,2012,12,2,0,0,0,0,0,0,0,0,0,18,0.3333333333333333,0.2777777777777778,0,0,18
ethiopia,2011,2012,12,3,0,0,0,0,0,0,0,0,0,40,0,0,0,0,40
ethiopia,2011,2012,12,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
ethiopia,2011,2012,13,1,0.78125,0.53125,0.1875,0.7083333333333334,0.020833333333333332,0,0.71875,0.5104166666666666,0.7604166666666666,96,0.28865979381443296,0.27835051546391754,0,0,97
ethiopia,2011,2012,15,1,0.4,0.05,0,0.4,0.04,0.01,0.4,0.05,0.38,100,0.98989898989899,0.030303030303030304,0,0.020202020202020204,99
ethiopia,2013,2014,1,1,0.9137931034482759,0.5,0.6896551724137931,0.7931034482758621,0.22413793103448276,0,0.7931034482758621,0.7241379310344828,0.9137931034482759,58,0.22413793103448276,0.034482758620689655,0.20689655172413793,0.05172413793103448,58
ethiopia,2013,2014,1,2,0.9178082191780822,0.7671232876712328,0.7671232876712328,0.7945205479452054,0.5068493150684932,0,0.821917808219178,0.821917808219178,0.9178082191780822,73,0.3013698630136986,0.1506849315068493,0.1643835616438356,0.0410958904109589,73
ethiopia,2013,2014,1,3,0.967741935483871,0.6451612903225806,0.8225806451612904,0.6935483870967742,0.2903225806451613,0,0.7258064516129032,0.8709677419354839,0.967741935483871,62,0.09836065573770492,0.03278688524590164,0.08196721311475409,0,61
ethiopia,2013,2014,1,4,0.8947368421052632,0.8070175438596491,0.7719298245614035,0.5614035087719298,0.14035087719298245,0,0.543859649122807,0.7894736842105263,0.8596491228070176,57,0.15789473684210525,0.017543859649122806,0.08771929824561403,0.03508771929824561,57
ethiopia,2013,2014,1,5,0.6774193548387096,0.41935483870967744,0.4838709677419355,0.3709677419354839,0.12903225806451613,0.016129032258064516,0.45161290322580644,0.4838709677419355,0.6612903225806451,62,0.6129032258064516,0.016129032258064516,0.5806451612903226,0.016129032258064516,62
ethiopia,2013,2014,2,1,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21
ethiopia,2013,2014,2,3,0.3333333333333333,0,0,0.3333333333333333,0,0,0.3333333333333333,0,0.3333333333333333,12,0.08333333333333333,0.08333333333333333,0,0,12
ethiopia,2013,2014,3,1,0.6388888888888888,0.3472222222222222,0.3055555555555556,0.4722222222222222,0.1111111111111111,0,0.5138888888888888,0.3472222222222222,0.6388888888888888,72,0.0684931506849315,0.0410958904109589,0.0273972602739726,0,73
ethiopia,2013,2014,3,2,0.8769230769230769,0.49230769230769234,0.3230769230769231,0.6461538461538462,0.2923076923076923,0,0.8307692307692308,0.49230769230769234,0.8769230769230769,65,0.015384615384615385,0,0.015384615384615385,0,65
ethiopia,2013,2014,3,3,0.7727272727272727,0.42045454545454547,0.3977272727272727,0.6022727272727273,0.20454545454545456,0.045454545454545456,0.6704545454545454,0.45454545454545453,0.7727272727272727,88,0.09090909090909091,0.03409090909090909,0.056818181818181816,0,88
ethiopia,2013,2014,3,4,0.6935483870967742,0.4032258064516129,0.3870967741935484,0.5483870967741935,0.41935483870967744,0,0.5967741935483871,0.41935483870967744,0.6935483870967742,62,0.8064516129032258,0.016129032258064516,0.016129032258064516,0.016129032258064516,62
ethiopia,2013,2014,3,5,0.7142857142857143,0.4,0.4142857142857143,0.4142857142857143,0.11428571428571428,0,0.45714285714285713,0.5571428571428572,0.7142857142857143,70,0.5571428571428572,0.2,0.45714285714285713,0.02857142857142857,70
ethiopia,2013,2014,3,6,0.9682539682539683,0.6031746031746031,0.5238095238095238,0.6507936507936508,0.7142857142857143,0,0.8888888888888888,0.6507936507936508,0.9682539682539683,63,0.16129032258064516,0.04838709677419355,0.11290322580645161,0,62
ethiopia,2013,2014,3,7,0.974025974025974,0.922077922077922,0.948051948051948,0.7662337662337663,0.4025974025974026,0,0.8441558441558441,0.948051948051948,0.974025974025974,77,0.6052631578947368,0.09210526315789473,0.5526315789473685,0,76
ethiopia,2013,2014,3,8,0.8787878787878788,0.24242424242424243,0.21212121212121213,0.8181818181818182,0.15151515151515152,0,0.8181818181818182,0.2727272727272727,0.8787878787878788,33,0,0,0,0,33
ethiopia,2013,2014,3,9,0.9454545454545454,0.6363636363636364,0.7818181818181819,0.8363636363636363,0.4,0,0.9090909090909091,0.8,0.9454545454545454,55,0.18181818181818182,0,0.18181818181818182,0,55
ethiopia,2013,2014,3,10,0.4482758620689655,0.10344827586206896,0.034482758620689655,0.4482758620689655,0,0.06896551724137931,0.4482758620689655,0.10344827586206896,0.41379310344827586,29,0.27586206896551724,0.10344827586206896,0.10344827586206896,0.10344827586206896,29
ethiopia,2013,2014,3,12,0.9310344827586207,0,0,0.9310344827586207,0.1724137931034483,0.034482758620689655,0.9310344827586207,0,0.9310344827586207,29,0.7241379310344828,0.6896551724137931,0,0,29
ethiopia,2013,2014,4,1,0.7894736842105263,0.2982456140350877,0.631578947368421,0.43859649122807015,0,0,0.43859649122807015,0.631578947368421,0.7894736842105263,57,0.2807017543859649,0.017543859649122806,0.2807017543859649,0,57
ethiopia,2013,2014,4,2,0.8717948717948718,0.2564102564102564,0.28205128205128205,0.8461538461538461,0,0,0.8461538461538461,0.3076923076923077,0.8717948717948718,39,0.5641025641025641,0,0.5641025641025641,0,39
ethiopia,2013,2014,4,3,0.7027027027027027,0.16216216216216217,0.6216216216216216,0.24324324324324326,0.02702702702702703,0,0.24324324324324326,0.6216216216216216,0.7027027027027027,37,0.2972972972972973,0,0.2702702702702703,0,37
ethiopia,2013,2014,4,4,0.8431372549019608,0.5294117647058824,0.7058823529411765,0.7058823529411765,0,0.13725490196078433,0.7647058823529411,0.7254901960784313,0.8431372549019608,51,0.5490196078431373,0.058823529411764705,0.47058823529411764,0.11764705882352941,51
ethiopia,2013,2014,4,5,0.9142857142857143,0.8285714285714286,0.8285714285714286,0.8,0.22857142857142856,0,0.8285714285714286,0.8571428571428571,0.9142857142857143,35,0.6571428571428571,0.05714285714285714,0.6571428571428571,0,35
ethiopia,2013,2014,4,6,0.8333333333333334,0.7222222222222222,0.6944444444444444,0.3333333333333333,0.027777777777777776,0,0.3333333333333333,0.7222222222222222,0.8333333333333334,36,0.23529411764705882,0.14705882352941177,0.23529411764705882,0.029411764705882353,34
ethiopia,2013,2014,4,7,0.8285714285714286,0.7714285714285715,0.7428571428571429,0.5142857142857142,0.08571428571428572,0,0.5428571428571428,0.7714285714285715,0.8285714285714286,35,0.9428571428571428,0.6857142857142857,0.6571428571428571,0.2857142857142857,35
ethiopia,2013,2014,4,8,0.9705882352941176,0.35294117647058826,0.7352941176470589,0.5588235294117647,0.20588235294117646,0.058823529411764705,0.5882352941176471,0.7352941176470589,0.9705882352941176,34,0.7714285714285715,0.08571428571428572,0.7714285714285715,0.08571428571428572,35
ethiopia,2013,2014,4,9,0.627906976744186,0.4418604651162791,0.5116279069767442,0.3953488372093023,0.023255813953488372,0,0.3953488372093023,0.5348837209302325,0.627906976744186,43,0.13953488372093023,0.13953488372093023,0.046511627906976744,0,43
ethiopia,2013,2014,4,10,0.9411764705882353,0.6176470588235294,0.47058823529411764,0.8823529411764706,0.23529411764705882,0,0.8823529411764706,0.6470588235294118,0.9411764705882353,34,0.058823529411764705,0.029411764705882353,0,0,34
ethiopia,2013,2014,4,11,0.6470588235294118,0.23529411764705882,0.6078431372549019,0.0784313725490196,0,0,0.0784313725490196,0.6078431372549019,0.6274509803921569,51,0.7058823529411765,0.09803921568627451,0.7058823529411765,0.0784313725490196,51
ethiopia,2013,2014,4,12,0.1111111111111111,0,0,0.1111111111111111,0,0,0.1111111111111111,0,0.1111111111111111,18,0,0,0,0,18
ethiopia,2013,2014,4,13,0.9487179487179487,0.7692307692307693,0.7948717948717948,0.8717948717948718,0.05128205128205128,0.1794871794871795,0.8974358974358975,0.8205128205128205,0.9487179487179487,39,0.7692307692307693,0.05128205128205128,0.6410256410256411,0.23076923076923078,39
